nodalforces
1223 0.0d0 0.0d0 -0.390d-01
1224 0.0d0 0.0d0 -0.390d-01
1225 0.0d0 0.0d0 -0.390d-01
1226 0.0d0 0.0d0 -0.390d-01
1227 0.0d0 0.0d0 -0.390d-01
1228 0.0d0 0.0d0 -0.390d-01
1229 0.0d0 0.0d0 -0.390d-01
1230 0.0d0 0.0d0 -0.390d-01
1231 0.0d0 0.0d0 -0.390d-01
1234 0.0d0 0.0d0 -0.390d-01
1235 0.0d0 0.0d0 -0.390d-01
1236 0.0d0 0.0d0 -0.390d-01
1237 0.0d0 0.0d0 -0.390d-01
1238 0.0d0 0.0d0 -0.390d-01
1239 0.0d0 0.0d0 -0.390d-01
1240 0.0d0 0.0d0 -0.390d-01
1241 0.0d0 0.0d0 -0.390d-01
1242 0.0d0 0.0d0 -0.390d-01
1245 0.0d0 0.0d0 -0.390d-01
1246 0.0d0 0.0d0 -0.390d-01
1247 0.0d0 0.0d0 -0.390d-01
1248 0.0d0 0.0d0 -0.390d-01
1249 0.0d0 0.0d0 -0.390d-01
1250 0.0d0 0.0d0 -0.390d-01
1251 0.0d0 0.0d0 -0.390d-01
1252 0.0d0 0.0d0 -0.390d-01
1253 0.0d0 0.0d0 -0.390d-01
1256 0.0d0 0.0d0 -0.390d-01
1257 0.0d0 0.0d0 -0.390d-01
1258 0.0d0 0.0d0 -0.390d-01
1259 0.0d0 0.0d0 -0.390d-01
1260 0.0d0 0.0d0 -0.390d-01
1261 0.0d0 0.0d0 -0.390d-01
1262 0.0d0 0.0d0 -0.390d-01
1263 0.0d0 0.0d0 -0.390d-01
1264 0.0d0 0.0d0 -0.390d-01
1267 0.0d0 0.0d0 -0.390d-01
1268 0.0d0 0.0d0 -0.390d-01
1269 0.0d0 0.0d0 -0.390d-01
1270 0.0d0 0.0d0 -0.390d-01
1271 0.0d0 0.0d0 -0.390d-01
1272 0.0d0 0.0d0 -0.390d-01
1273 0.0d0 0.0d0 -0.390d-01
1274 0.0d0 0.0d0 -0.390d-01
1275 0.0d0 0.0d0 -0.390d-01
1278 0.0d0 0.0d0 -0.390d-01
1279 0.0d0 0.0d0 -0.390d-01
1280 0.0d0 0.0d0 -0.390d-01
1281 0.0d0 0.0d0 -0.390d-01
1282 0.0d0 0.0d0 -0.390d-01
1283 0.0d0 0.0d0 -0.390d-01
1284 0.0d0 0.0d0 -0.390d-01
1285 0.0d0 0.0d0 -0.390d-01
1286 0.0d0 0.0d0 -0.390d-01
1289 0.0d0 0.0d0 -0.390d-01
1290 0.0d0 0.0d0 -0.390d-01
1291 0.0d0 0.0d0 -0.390d-01
1292 0.0d0 0.0d0 -0.390d-01
1293 0.0d0 0.0d0 -0.390d-01
1294 0.0d0 0.0d0 -0.390d-01
1295 0.0d0 0.0d0 -0.390d-01
1296 0.0d0 0.0d0 -0.390d-01
1297 0.0d0 0.0d0 -0.390d-01
1300 0.0d0 0.0d0 -0.390d-01
1301 0.0d0 0.0d0 -0.390d-01
1302 0.0d0 0.0d0 -0.390d-01
